Index,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
3313,4,45,Yes,7,0,28
3314,7,64,Yes,8,6,56
3315,5,80,No,9,2,64
3316,5,98,Yes,4,7,83
3317,9,52,No,6,5,50
3318,9,78,No,9,0,77
3319,9,79,Yes,8,9,79
3320,6,61,No,7,4,49
3321,6,88,Yes,5,7,77
3322,5,56,No,8,2,40
3323,9,87,No,4,3,83
3324,8,61,Yes,6,6,53
3325,7,73,Yes,9,5,66
3326,7,47,No,7,6,42
3327,6,88,No,5,8,76
3328,5,84,Yes,9,8,75
3329,4,57,No,6,1,40
3330,3,63,Yes,5,2,45
3331,3,99,Yes,7,3,73
3332,6,93,Yes,9,5,84
3333,4,99,No,8,4,84
3334,6,81,Yes,4,5,71
3335,3,41,No,7,7,23
3336,4,41,Yes,6,1,24
3337,9,66,No,8,5,64
3338,5,53,No,9,8,38
3339,7,87,Yes,5,4,74
3340,2,78,Yes,8,0,58
3341,5,92,Yes,8,7,78
3342,9,92,No,6,3,88
3343,3,95,No,4,7,76
3344,9,51,No,8,3,48
3345,6,71,Yes,8,7,59
3346,4,67,Yes,4,8,46
3347,7,94,Yes,4,4,84
3348,8,67,Yes,5,4,61
3349,6,85,Yes,9,1,76
3350,5,64,No,5,8,49
3351,6,43,Yes,4,3,30
3352,5,65,No,7,2,47
3353,8,75,Yes,4,1,70
3354,1,89,Yes,5,2,69
3355,7,42,Yes,6,3,35
3356,2,40,Yes,6,8,20
3357,9,56,Yes,9,5,55
3358,1,46,No,8,9,19
3359,6,87,Yes,6,4,74
3360,9,44,No,5,8,42
3361,1,58,No,6,7,34
3362,4,78,No,7,5,59
3363,4,85,No,4,2,67
3364,9,73,Yes,4,6,70
3365,5,74,Yes,5,9,61
3366,5,88,Yes,8,5,76
3367,6,55,Yes,4,7,44
3368,1,79,Yes,6,5,50
3369,1,89,No,7,9,68
3370,9,86,Yes,8,3,87
3371,3,78,Yes,8,9,60
3372,4,66,No,8,6,47
3373,1,80,Yes,4,6,55
3374,9,77,Yes,9,7,73
3375,8,89,No,8,1,87
3376,2,89,Yes,5,5,66
3377,8,64,No,6,2,56
3378,7,65,No,9,7,59
3379,6,95,Yes,7,3,83
3380,1,53,No,6,3,26
3381,7,53,Yes,5,1,41
3382,7,53,Yes,5,5,45
3383,9,64,Yes,9,5,63
3384,1,75,No,6,0,50
3385,2,43,No,4,7,15
3386,9,86,No,5,2,79
3387,9,54,No,8,0,49
3388,6,71,No,7,9,63
3389,6,57,No,7,0,42
3390,4,53,No,5,0,32
3391,4,97,No,8,4,84
3392,5,40,No,6,4,26
3393,3,81,No,7,0,62
3394,1,59,No,8,4,33
3395,1,49,Yes,8,6,28
3396,7,49,No,4,4,36
3397,1,98,Yes,5,8,73
3398,1,63,Yes,8,3,37
3399,3,73,Yes,6,8,53
3400,4,67,Yes,7,7,48
3401,4,66,No,4,0,48
3402,2,79,Yes,6,3,54
3403,1,40,Yes,7,6,12
3404,3,72,Yes,5,0,46
3405,4,43,No,6,7,24
3406,3,46,Yes,7,1,26
3407,8,48,Yes,4,7,42
3408,1,55,No,7,3,28
3409,2,44,No,8,7,20
3410,7,73,No,4,0,61
3411,4,99,No,6,4,80
3412,8,62,No,9,8,62
3413,3,82,No,5,6,59
3414,6,89,No,4,2,74
3415,9,64,No,4,3,59
3416,1,96,No,4,9,68
3417,1,90,Yes,7,6,66
3418,8,52,No,8,5,43
3419,3,63,Yes,9,3,44
3420,5,50,Yes,5,2,34
3421,1,91,No,5,1,62
3422,5,90,No,8,9,77
3423,6,56,No,7,8,44
3424,8,76,No,7,2,69
3425,3,52,Yes,8,6,35
3426,3,66,Yes,8,0,50
3427,9,59,No,6,7,50
3428,4,72,Yes,7,0,54
3429,4,81,No,4,1,59
3430,7,71,Yes,5,0,60
3431,2,47,Yes,7,,25
3432,8,95,No,8,1,94
3433,6,68,No,4,0,53
3434,3,79,Yes,6,0,59
3435,9,58,No,9,1,53
3436,5,45,Yes,6,5,29
3437,8,83,No,4,1,73
3438,7,99,No,4,1,87
3439,8,78,No,8,7,72
3440,7,87,No,9,4,82
3441,3,80,No,8,7,60
3442,2,60,No,5,7,38
3443,7,96,No,9,1,89
3444,3,61,Yes,9,6,45
3445,3,81,No,5,8,57
3446,2,49,Yes,6,7,27
3447,4,49,No,4,8,31
3448,8,91,Yes,6,7,86
3449,1,68,No,8,3,45
3450,1,55,No,7,9,30
3451,5,40,Yes,8,6,28
3452,5,56,No,7,8,43
3453,1,69,No,4,8,43
3454,6,65,No,4,3,52
3455,1,92,No,9,6,68
3456,5,85,No,4,5,73
3457,9,58,Yes,5,2,56
3458,5,92,No,5,9,78
3459,6,60,Yes,7,5,49
3460,8,56,Yes,6,7,52
3461,1,85,Yes,9,1,62
3462,2,79,Yes,6,2,59
3463,9,60,Yes,7,7,60
3464,3,92,Yes,5,3,71
3465,6,80,Yes,8,3,68
3466,5,79,Yes,9,1,68
3467,2,84,No,7,9,63
3468,7,88,Yes,6,0,77
3469,4,58,No,7,6,43
3470,1,99,Yes,7,3,77
3471,4,46,Yes,4,5,28
3472,6,56,No,5,7,47
3473,7,40,Yes,9,6,34
3474,7,76,No,4,6,64
3475,7,96,Yes,5,5,88
3476,3,45,No,7,3,21
3477,6,65,No,5,3,53
3478,8,41,Yes,6,8,34
3479,4,98,Yes,9,4,83
3480,8,71,Yes,4,8,67
3481,2,96,Yes,9,8,75
3482,9,87,No,7,3,88
3483,9,93,No,6,1,87
3484,8,44,No,5,1,32
3485,1,76,No,5,8,50
3486,2,70,No,6,8,50
3487,6,51,No,5,2,38
3488,5,74,No,4,4,57
3489,9,69,Yes,8,4,64
3490,5,87,Yes,5,1,71
3491,2,45,Yes,7,1,19
3492,4,54,Yes,5,9,38
3493,9,54,Yes,9,0,52
3494,1,55,Yes,7,1,27
3495,1,59,Yes,5,6,32
3496,7,52,Yes,5,0,45
3497,3,83,No,7,0,61
3498,2,81,Yes,4,8,57
3499,9,85,Yes,8,1,83
3500,3,70,Yes,8,3,48
3501,2,73,No,4,2,50
3502,8,68,Yes,5,3,61
3503,6,42,No,8,6,29
3504,6,48,No,4,9,37
3505,7,50,Yes,4,1,39
3506,7,50,No,8,1,39
3507,6,64,Yes,7,8,54
3508,4,61,Yes,6,5,46
3509,9,81,Yes,7,6,78
3510,6,97,No,5,4,83
3511,4,85,Yes,7,4,64
3512,3,48,Yes,9,3,26
3513,4,59,Yes,6,7,41
3514,3,98,No,6,6,76
3515,2,60,No,4,9,35
3516,5,49,No,9,1,39
3517,2,61,No,5,1,39
3518,6,68,Yes,4,5,54
3519,3,48,Yes,7,0,28
3520,6,44,No,7,6,30
3521,9,79,Yes,8,7,81
3522,1,50,No,4,9,24
3523,6,40,Yes,9,7,32
3524,9,92,Yes,4,2,87
3525,4,81,No,4,6,66
3526,2,40,No,4,0,13
3527,4,97,Yes,6,2,76
3528,1,93,No,8,5,68
3529,3,78,Yes,5,8,57
3530,9,99,Yes,5,4,98
3531,5,85,Yes,5,4,69
3532,6,44,Yes,6,8,34
3533,3,88,No,8,8,68
3534,5,61,Yes,9,5,47
3535,8,65,Yes,8,4,60
3536,6,92,Yes,6,9,83
3537,4,45,No,9,1,25
3538,2,71,Yes,4,7,50
3539,9,87,No,7,7,87
3540,1,50,No,4,6,22
3541,1,49,No,5,7,22
3542,4,86,No,4,2,62
3543,7,78,No,6,2,72
3544,1,94,No,5,1,66
3545,9,73,No,7,0,71
3546,4,70,Yes,9,2,53
3547,3,51,Yes,9,2,32
3548,1,90,No,5,6,65
3549,4,83,No,4,9,65
3550,9,55,No,8,8,50
3551,6,77,Yes,8,0,66
3552,6,42,No,9,7,29
3553,1,41,Yes,8,0,13
3554,2,91,Yes,5,2,66
3555,6,44,No,8,3,32
3556,2,50,Yes,6,7,26
3557,3,97,No,9,0,75
3558,4,64,No,7,1,46
3559,5,74,No,8,4,62
3560,9,74,Yes,6,5,69
3561,4,61,No,6,4,43
3562,9,76,Yes,5,2,74
3563,3,61,No,9,9,43
3564,8,94,No,5,6,86
3565,1,50,No,7,0,24
3566,9,71,No,7,1,67
3567,9,74,No,4,8,71
3568,2,70,Yes,7,3,48
3569,4,84,No,9,7,64
3570,8,92,No,9,8,88
3571,7,47,No,5,6,39
3572,1,59,Yes,6,0,35
3573,5,81,No,4,4,67
3574,7,73,No,7,5,65
3575,4,43,No,6,7,27
3576,1,57,No,5,9,32
3577,9,90,Yes,8,7,89
3578,5,43,No,4,8,30
3579,2,59,Yes,9,8,37
3580,8,97,Yes,6,3,91
3581,2,48,Yes,5,5,26
3582,3,55,Yes,5,2,32
3583,1,65,No,4,0,34
3584,2,77,No,4,5,51
3585,7,64,Yes,7,0,56
3586,2,43,Yes,7,8,26
3587,6,80,Yes,9,5,73
3588,3,98,No,9,0,80
3589,4,84,Yes,4,2,69
3590,8,80,Yes,4,0,73
3591,3,77,Yes,6,1,55
3592,6,92,Yes,7,5,82
3593,1,58,Yes,5,6,32
3594,7,53,No,7,0,41
3595,8,60,Yes,7,9,55
3596,8,54,No,4,4,43
3597,3,42,No,4,5,20
3598,1,76,No,7,3,50
3599,9,92,No,8,5,90
3600,6,89,No,8,4,82
3601,9,85,Yes,9,6,85
3602,7,55,No,7,3,49
3603,1,53,No,8,0,24
3604,1,48,Yes,9,1,25
3605,6,86,No,9,5,76
3606,5,46,Yes,7,9,33
3607,9,53,Yes,9,1,48
3608,2,45,Yes,4,4,21
3609,8,60,Yes,4,3,58
3610,5,54,Yes,4,6,40
3611,2,91,No,5,3,67
3612,6,47,Yes,4,6,35
3613,8,73,Yes,4,7,68
3614,4,79,No,7,6,66
3615,2,40,No,8,1,16
3616,5,71,No,8,0,57
3617,2,97,No,4,4,73
3618,2,88,Yes,4,6,64
3619,6,90,No,4,0,77
3620,9,44,Yes,9,7,46
3621,4,69,No,7,2,50
3622,6,61,No,7,6,50
3623,7,59,No,7,2,51
3624,6,55,No,8,3,43
3625,8,46,No,5,7,40
3626,4,46,Yes,8,1,30
3627,1,89,Yes,7,5,63
3628,7,89,Yes,6,9,82
3629,3,41,No,5,8,20
3630,6,86,Yes,4,9,73
3631,2,53,No,9,8,32
3632,9,70,No,8,4,67
3633,1,89,Yes,9,2,69
3634,6,80,Yes,5,5,67
3635,6,53,No,6,8,44
3636,5,44,No,5,5,29
3637,5,50,Yes,8,3,38
3638,1,79,No,7,4,52
3639,5,44,Yes,4,6,25
3640,2,68,Yes,7,9,46
3641,7,50,No,7,2,42
3642,3,44,No,8,8,24
3643,4,88,No,7,0,70
3644,3,93,No,7,7,78
3645,3,71,Yes,8,4,51
3646,4,75,No,8,9,61
3647,5,54,Yes,6,8,38
3648,1,58,Yes,7,1,34
3649,4,61,No,5,0,42
3650,8,73,Yes,4,9,68
3651,7,95,No,9,6,87
3652,9,56,No,4,9,53
3653,5,51,Yes,8,8,39
3654,4,64,Yes,9,4,45
3655,8,95,Yes,8,3,89
3656,9,56,No,6,3,53
3657,7,49,No,7,7,39
3658,7,67,Yes,8,0,59
3659,5,96,No,8,0,81
3660,4,57,No,4,7,40
3661,1,90,Yes,7,1,64
3662,7,57,No,6,9,53
3663,1,84,Yes,8,5,56
3664,1,71,Yes,8,1,44
3665,5,53,Yes,8,4,41
3666,9,95,No,4,2,91
3667,6,55,Yes,8,6,46
3668,3,89,Yes,8,8,65
3669,3,97,Yes,4,1,76
3670,7,57,Yes,8,6,50
3671,6,55,No,7,7,45
3672,9,56,Yes,7,9,55
3673,6,46,No,4,7,33
3674,5,51,Yes,7,6,37
3675,7,73,No,9,3,63
3676,1,49,No,9,3,24
3677,7,44,No,9,9,37
3678,3,60,No,6,8,39
3679,9,42,Yes,8,9,41
3680,6,58,Yes,6,8,46
3681,9,84,No,7,4,78
3682,5,83,No,4,6,69
3683,7,74,No,9,6,71
3684,4,45,Yes,4,8,28
3685,7,53,No,6,6,45
3686,1,43,No,7,7,20
3687,7,84,Yes,8,6,81
3688,8,90,Yes,7,3,85
3689,5,57,Yes,9,1,42
3690,2,68,Yes,7,2,46
3691,5,74,Yes,4,6,60
3692,6,91,Yes,5,8,82
3693,2,77,No,9,1,55
3694,6,55,No,8,6,44
3695,6,59,Yes,9,3,47
3696,1,63,No,9,6,41
3697,1,74,Yes,8,4,48
3698,3,83,No,9,6,62
3699,3,90,Yes,4,5,64
3700,4,58,Yes,7,1,40
3701,2,95,No,4,6,70
3702,9,43,No,7,4,39
3703,7,72,Yes,5,8,63
3704,7,41,Yes,9,0,32
3705,6,52,Yes,5,0,37
3706,3,97,Yes,6,1,75
3707,6,84,Yes,7,7,72
3708,8,69,Yes,4,8,63
3709,8,73,No,4,6,64
3710,9,69,No,9,0,69
3711,1,90,No,4,6,63
3712,1,93,No,6,7,65
3713,3,63,No,8,6,44
3714,3,87,Yes,4,4,65
3715,8,83,Yes,9,6,81
3716,1,72,No,5,9,45
3717,2,80,Yes,4,1,59
3718,2,88,No,4,8,67
3719,3,49,No,4,1,34
3720,6,57,Yes,9,1,46
3721,1,58,Yes,8,4,35
3722,2,46,No,4,7,22
3723,1,96,No,8,5,72
3724,5,58,No,8,8,47
3725,7,63,No,6,5,55
3726,8,54,Yes,5,4,47
3727,1,80,No,4,0,55
3728,7,81,Yes,4,7,74
3729,5,62,No,4,2,49
3730,1,91,No,8,1,68
3731,3,91,Yes,7,6,72
3732,7,43,Yes,5,1,32
3733,1,77,Yes,9,0,51
3734,7,43,Yes,4,1,34
3735,5,44,Yes,7,5,33
3736,1,80,No,7,1,56
3737,1,83,No,7,0,54
3738,1,62,No,5,0,33
3739,9,79,Yes,7,3,78
3740,3,92,Yes,9,7,77
3741,5,76,Yes,4,5,62
3742,9,50,No,9,3,51
3743,6,94,Yes,4,5,78
3744,9,50,No,6,5,46
3745,8,52,No,8,8,50
3746,8,53,No,7,3,47
3747,1,99,Yes,9,5,74
3748,9,47,No,8,9,47
3749,6,64,No,8,0,52
3750,9,57,No,8,6,54
3751,3,90,Yes,8,6,69
3752,3,83,No,8,0,64
3753,6,83,Yes,4,7,69
3754,9,57,Yes,5,4,58
3755,7,49,No,7,8,37
3756,3,46,No,7,7,26
3757,3,99,Yes,4,2,80
3758,2,89,No,9,0,64
3759,9,83,Yes,4,2,78
3760,3,53,Yes,8,1,35
3761,5,54,Yes,5,1,36
3762,9,55,No,7,3,55
3763,8,41,Yes,9,1,36
3764,2,69,Yes,6,7,46
3765,3,69,No,4,4,51
3766,2,57,No,6,0,30
3767,8,70,Yes,7,5,68
3768,6,83,Yes,4,6,69
3769,6,87,Yes,7,0,78
3770,9,52,No,4,2,51
3771,8,59,Yes,9,8,55
3772,4,88,Yes,7,6,72
3773,4,89,No,6,3,71
3774,9,74,No,5,5,69
3775,1,62,Yes,9,5,38
3776,2,81,No,9,2,61
3777,2,72,Yes,4,1,49
3778,6,77,Yes,6,4,67
3779,4,74,No,7,7,56
3780,3,90,Yes,6,2,68
3781,3,75,Yes,9,4,60
3782,3,59,No,4,2,34
3783,6,94,Yes,6,6,83
3784,8,42,No,7,5,37
3785,7,47,Yes,8,5,42
3786,4,79,No,9,0,62
3787,4,98,No,5,1,80
3788,2,71,No,5,5,46
3789,1,68,No,9,7,47
3790,9,46,No,8,4,46
3791,2,41,No,4,1,13
3792,8,60,Yes,6,4,55
3793,9,45,Yes,6,8,42
3794,4,67,No,8,5,51
3795,8,87,Yes,8,4,81
3796,9,81,No,7,9,75
3797,5,75,No,7,5,59
3798,7,71,Yes,5,8,62
3799,4,84,No,4,6,65
3800,1,81,Yes,4,9,51
3801,3,92,No,8,2,73
3802,5,85,No,5,9,68
3803,3,48,Yes,5,9,28
3804,7,50,No,7,4,39
3805,9,62,No,6,3,55
3806,6,89,No,4,4,76
3807,1,50,Yes,5,7,24
3808,7,88,Yes,7,5,81
3809,3,41,Yes,7,3,24
3810,5,42,Yes,7,4,29
3811,4,50,Yes,6,6,37
3812,5,89,No,5,7,74
3813,5,98,Yes,8,4,84
3814,6,74,Yes,8,1,64
3815,6,97,No,7,5,90
3816,8,54,No,7,8,46
3817,8,82,Yes,6,2,79
3818,9,50,No,7,6,48
3819,8,70,No,9,7,65
3820,2,67,No,5,5,46
3821,1,67,Yes,7,2,39
3822,2,71,No,7,0,49
3823,2,64,No,5,2,39
3824,3,59,Yes,4,5,40
3825,7,67,No,9,3,60
3826,2,64,No,9,0,43
3827,1,50,Yes,8,5,25
3828,6,58,Yes,7,0,45
3829,9,67,Yes,5,7,64
3830,3,40,No,8,2,20
3831,6,98,Yes,6,2,87
3832,3,44,Yes,4,0,23
3833,1,49,No,7,2,23
3834,5,81,No,4,6,67
3835,4,85,No,7,9,74
3836,7,73,No,7,7,64
3837,6,75,No,7,7,66
3838,7,41,Yes,4,2,29
3839,5,57,Yes,9,4,42
3840,4,52,Yes,6,0,37
3841,7,90,No,9,8,82
3842,7,44,Yes,5,7,35
3843,6,59,No,5,9,46
3844,8,41,No,9,1,40
3845,4,50,Yes,6,9,34
3846,5,69,Yes,6,0,52
3847,4,71,No,7,3,52
3848,1,71,No,7,8,50
3849,8,97,Yes,5,7,91
3850,1,89,Yes,7,2,64
3851,5,77,No,7,9,67
3852,6,94,No,6,5,85
3853,6,67,No,4,8,53
3854,5,49,No,9,9,35
3855,3,61,Yes,8,7,41
3856,5,94,Yes,8,9,81
3857,8,56,No,7,4,52
3858,2,61,No,7,8,39
3859,6,82,Yes,9,8,72
3860,9,58,No,8,2,55
3861,8,56,No,6,7,49
3862,8,63,No,8,3,60
3863,8,75,No,8,9,69
3864,7,71,No,8,6,63
3865,8,97,No,7,9,94
3866,6,95,Yes,7,7,86
3867,2,97,No,9,6,75
3868,2,85,Yes,8,4,66
3869,8,98,Yes,7,0,97
3870,1,91,Yes,9,7,71
3871,6,75,No,8,4,59
3872,6,67,No,6,2,54
3873,4,53,No,7,1,34
3874,3,97,Yes,4,2,77
3875,3,75,Yes,9,8,60
3876,1,45,No,7,1,16
3877,3,48,No,6,9,30
3878,4,60,Yes,6,0,42
3879,5,51,Yes,7,1,36
3880,3,97,Yes,5,1,77
3881,6,69,No,9,4,58
3882,5,70,Yes,8,0,58
3883,3,79,Yes,8,9,60
3884,6,95,Yes,6,7,87
3885,6,43,No,7,1,30
3886,8,70,No,5,5,59
3887,2,66,No,9,4,42
3888,1,97,Yes,4,1,70
3889,4,96,Yes,8,9,82
3890,7,64,Yes,9,0,56
3891,3,44,Yes,9,5,24
3892,3,45,No,5,5,27
3893,5,44,Yes,9,2,33
3894,5,90,Yes,8,7,75
3895,3,66,No,7,8,45
3896,9,47,Yes,8,2,45
3897,4,48,Yes,4,8,30
3898,3,54,Yes,7,7,29
3899,2,75,No,6,4,50
3900,9,96,Yes,5,5,95
3901,4,80,No,8,0,63
3902,3,46,Yes,7,4,24
3903,7,71,No,9,9,63
3904,8,47,No,7,9,41
3905,2,86,No,8,6,69
3906,7,90,Yes,6,0,81
3907,5,54,Yes,8,9,40
3908,5,76,No,6,8,66
3909,3,58,No,9,6,40
3910,5,78,Yes,8,3,63
3911,2,45,No,7,3,21
3912,4,98,Yes,4,9,81
3913,6,58,Yes,4,6,47
3914,1,96,No,9,5,69
3915,4,67,No,7,2,47
3916,6,56,Yes,4,8,44
3917,9,81,Yes,9,5,78
3918,2,58,Yes,6,1,36
3919,7,70,No,7,9,60
3920,6,50,Yes,6,1,43
3921,2,54,No,7,0,30
3922,8,49,No,6,4,43
3923,7,82,Yes,6,9,75
3924,5,62,No,4,5,46
3925,5,42,No,7,2,29
3926,7,42,No,8,3,33
3927,9,57,No,4,4,51
3928,9,64,Yes,6,3,58
3929,9,82,Yes,6,8,81
3930,6,59,No,8,2,49
3931,6,97,No,8,4,84
3932,3,68,No,6,6,47
3933,1,61,No,8,6,38
3934,7,89,No,5,5,78
3935,4,96,Yes,4,8,77
3936,1,54,Yes,7,6,29
3937,8,78,Yes,8,3,76
3938,6,49,Yes,8,9,41
3939,6,60,No,5,8,51
3940,2,94,No,7,5,70
3941,1,91,Yes,5,0,63
3942,2,68,Yes,7,8,46
3943,4,71,Yes,4,6,53
3944,2,49,No,8,5,25
3945,1,52,No,4,5,26
3946,7,86,No,7,3,74
3947,8,62,Yes,8,3,57
3948,6,89,Yes,5,2,80
3949,4,62,No,6,7,45
3950,6,70,No,5,7,56
3951,3,43,No,6,1,19
3952,8,91,Yes,5,4,86
3953,2,88,No,7,8,70
3954,5,99,No,4,8,85
3955,1,42,Yes,6,6,16
3956,6,60,No,7,3,47
3957,2,92,No,4,3,65
3958,4,41,No,4,9,23
3959,6,43,No,8,6,29
3960,8,40,Yes,8,2,36
3961,8,54,No,8,2,49
3962,6,96,Yes,6,4,85
3963,4,72,No,6,5,56
3964,8,45,Yes,4,7,39
3965,8,46,No,6,0,40
3966,1,58,No,4,6,33
3967,4,83,Yes,7,7,67
3968,4,40,No,5,4,19
3969,7,78,No,4,9,74
3970,7,58,Yes,4,1,47
3971,8,84,No,7,3,77
3972,5,65,No,8,5,52
3973,7,83,No,9,8,76
3974,8,51,No,8,1,42
3975,9,61,No,8,3,56
3976,3,52,Yes,4,9,30
3977,3,67,Yes,4,4,47
3978,4,53,No,6,7,34
3979,5,61,No,6,7,48
3980,1,69,Yes,5,1,42
3981,7,83,Yes,5,5,74
3982,9,59,Yes,9,5,58
3983,8,83,Yes,6,4,75
3984,5,66,Yes,4,7,54
3985,4,77,Yes,7,9,62
3986,7,98,No,6,1,88
3987,5,81,No,4,1,64
3988,7,91,No,6,6,81
3989,1,95,No,8,8,69
3990,1,80,No,6,2,51
3991,3,73,Yes,9,6,52
3992,2,78,Yes,8,2,58
3993,2,80,Yes,4,5,55
3994,7,96,Yes,8,2,86
3995,2,83,Yes,6,0,62
3996,4,76,Yes,8,5,60
3997,2,40,No,9,2,15
3998,6,93,No,7,0,82
3999,8,54,Yes,8,4,52
4000,4,71,No,9,7,57
4001,5,47,Yes,8,7,34
4002,4,72,No,5,7,55
4003,3,57,Yes,7,2,39
4004,5,84,Yes,4,7,73
4005,9,68,No,9,3,64
4006,8,71,Yes,8,7,67
4007,8,72,No,7,2,67
4008,8,44,No,4,2,36
4009,8,57,Yes,7,0,52
4010,7,87,Yes,9,7,85
4011,8,97,Yes,5,7,91
4012,8,49,No,9,8,42
4013,8,75,No,9,5,74
4014,7,72,Yes,4,1,65
4015,1,62,Yes,4,0,36
4016,4,79,Yes,8,7,63
4017,4,44,Yes,6,9,29
4018,5,73,Yes,9,3,60
4019,6,63,Yes,4,6,50
4020,4,56,Yes,9,9,40
4021,2,70,No,9,3,48
4022,6,46,No,4,0,33
4023,8,56,Yes,5,7,51
4024,8,67,Yes,5,9,64
4025,7,77,No,9,8,70
4026,6,61,Yes,5,9,49
4027,2,54,No,9,8,33
4028,7,76,No,8,8,69
4029,5,54,Yes,4,3,41
4030,6,89,No,9,8,79
4031,8,89,No,5,3,81
4032,8,64,Yes,5,1,57
4033,3,92,Yes,7,9,73
4034,7,60,No,7,2,49
4035,1,94,Yes,5,1,64
4036,1,77,No,8,0,49
4037,7,41,No,6,5,31
4038,9,66,No,9,3,61
4039,7,88,No,7,6,81
4040,5,71,No,9,6,59
4041,8,60,No,7,9,54
4042,2,43,Yes,4,0,18
4043,9,83,Yes,4,8,80
4044,6,58,Yes,5,7,43
4045,9,41,Yes,4,9,39
4046,2,65,No,4,0,39
4047,3,73,No,6,7,51
4048,8,53,No,8,4,49
4049,1,54,No,5,0,27
4050,7,59,No,6,3,51
4051,7,73,Yes,5,6,64
4052,1,75,Yes,8,4,51
4053,9,58,Yes,5,2,56
4054,8,48,No,9,3,46
4055,4,46,No,9,1,28
4056,5,69,Yes,9,7,57
4057,2,52,No,4,1,28
4058,9,66,No,8,5,65
4059,6,83,Yes,6,6,71
4060,3,74,No,6,6,54
4061,7,52,Yes,7,0,44
4062,9,54,Yes,6,7,52
4063,3,85,Yes,9,8,71
4064,2,95,Yes,9,6,74
4065,7,48,No,7,7,38
4066,7,84,No,4,3,75
4067,4,62,No,6,7,43
4068,9,93,Yes,8,2,90
4069,8,75,No,7,0,69
4070,1,92,Yes,6,7,67
4071,1,79,No,4,5,52
4072,5,42,No,8,8,27
4073,6,73,Yes,8,2,63
4074,3,58,No,4,7,41
4075,9,67,Yes,6,8,67
4076,6,62,Yes,5,8,47
4077,4,79,No,6,6,61
4078,7,88,No,7,9,82
4079,8,84,No,7,2,75
4080,9,46,No,6,2,37
4081,6,80,Yes,9,1,68
4082,6,51,Yes,7,0,37
4083,8,53,No,5,1,49
4084,5,85,No,9,4,73
4085,3,54,No,5,0,32
4086,3,42,Yes,8,9,23
4087,6,54,No,7,3,43
4088,2,90,Yes,9,9,70
4089,6,63,No,6,9,53
4090,6,91,No,9,0,81
4091,8,85,Yes,8,9,84
4092,7,47,Yes,5,7,38
4093,8,44,No,8,4,40
4094,9,90,Yes,4,9,88
4095,6,43,Yes,7,3,32
4096,3,53,No,6,2,31
4097,3,55,Yes,5,8,35
4098,1,59,Yes,8,5,34
4099,5,63,No,6,0,49
4100,4,45,No,7,7,28
4101,9,94,Yes,6,9,91
4102,9,96,No,7,1,90
4103,5,70,Yes,7,8,55
4104,4,45,Yes,7,6,27
4105,7,74,Yes,8,2,67
4106,6,54,No,7,3,41
4107,4,68,Yes,6,2,53
4108,2,42,Yes,4,5,15
4109,1,50,Yes,6,8,26
4110,4,42,No,8,9,22
4111,4,67,No,7,8,48
4112,1,49,No,4,0,19
4113,6,89,Yes,8,9,78
4114,4,72,Yes,5,5,53
4115,1,87,No,5,0,61
4116,1,55,Yes,5,3,30
4117,1,98,Yes,4,6,70
4118,8,49,Yes,6,3,42
4119,8,72,Yes,4,8,67
4120,2,75,No,4,9,51
4121,7,42,No,4,4,35
4122,8,44,No,5,8,38
4123,8,51,Yes,9,0,44
4124,7,96,Yes,6,3,86
4125,5,83,No,9,6,68
4126,1,52,No,9,1,25
4127,9,63,No,4,8,59
4128,7,83,Yes,6,2,74
4129,2,96,No,9,3,73
4130,6,71,Yes,7,3,61
4131,2,55,No,4,7,32
4132,1,71,Yes,4,1,41
4133,7,84,Yes,4,4,72
4134,2,76,No,7,1,51
4135,2,95,Yes,7,5,72
4136,5,75,Yes,5,8,60
4137,5,60,No,8,8,46
4138,7,86,No,6,0,77
4139,1,51,No,8,3,23
4140,8,90,Yes,4,3,82
4141,3,60,Yes,9,0,37
4142,4,99,No,4,9,80
4143,9,90,No,9,1,87
4144,4,60,Yes,5,5,41
4145,5,82,No,8,9,67
4146,7,92,No,4,2,81
4147,4,45,Yes,8,8,30
4148,1,48,Yes,5,2,19
4149,9,40,No,8,2,39
4150,4,51,Yes,9,8,34
4151,9,97,Yes,6,2,93
4152,6,53,No,5,5,43
4153,1,45,No,8,5,21
4154,3,40,No,4,0,17
4155,2,61,Yes,7,6,40
4156,9,73,No,7,8,68
4157,1,95,Yes,5,8,74
4158,9,50,No,7,8,45
4159,9,42,Yes,6,1,38
4160,8,81,Yes,5,0,76
4161,8,45,No,4,5,38
4162,1,45,Yes,4,5,18
4163,8,59,No,5,3,54
4164,3,60,No,7,7,42
4165,7,41,Yes,7,4,31
4166,1,65,Yes,4,6,42
4167,1,70,Yes,6,8,44
4168,5,65,No,9,0,54
4169,5,95,No,7,8,83
4170,8,71,No,6,3,64
4171,7,49,No,7,6,38
4172,8,62,No,9,3,57
4173,6,97,No,5,3,83
4174,6,45,Yes,8,3,34
4175,2,62,No,4,5,39
4176,6,67,No,5,4,56
4177,5,88,No,7,1,76
4178,3,69,No,9,8,49
4179,6,53,Yes,4,5,41
4180,8,76,Yes,8,9,69
4181,9,94,Yes,8,5,93
4182,1,71,No,9,8,44
4183,3,88,No,9,0,73
4184,3,73,No,7,6,56
4185,8,80,Yes,4,2,70
